,,,,,,,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,5,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,3,6,해운대원조할매국밥,부산광역시 해운대구 구남로21번길 33,맛집,,
,4박 5일,3,7,스타벅스 해운대 엑스더스카이점,부산광역시 해운대구 달맞이길 30,카페,,
,4박 5일,3,8,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,9,해동용궁사,부산광역시 기장군 기장읍 용궁길 86 해동용궁사,관광지,,
,4박 5일,4,10,개미집국제시장본점,부산광역시 해운대구 구남로 34,관광지,,
,4박 5일,4,11,BIFF광장 (씨앗호떡),부산 중구 비프광장로 36,관광지,,
,4박 5일,4,12,전포양옥,부산광역시 부산진구 서전로58번길 94 2층,맛집,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,13,초량밀면,부산광역시 동구 중앙대로 225,맛집,,
,4박 5일,5,14,부산항국제여객터미널,부산광역시 동구 충장대로 206,기타,,
,4박 5일,5,15,팬스타드림호,부산 동구 충장대로 24 (부산항국제여객터미널 탑승),기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
4박 5일 부산여행☀️| 여름아 안녕~ 내년에 다시 만나자👋 • 이재모피자🍕 • 수변최고돼지국밥(항정국밥) • 국제밀면 • 해성막창 본점 • 10년만에 해운대🫢,4박 5일,1,1,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,"1,240",https://www.youtube.com/watch?v=fvQRHl_UlPo&t=0s
,4박 5일,1,2,이재모피자 부산역점,부산광역시 동구 중앙대로 197 2층 이재모피자,맛집,,썸네일 ID
,4박 5일,1,3,메가MGC커피 부산BIFF광장점,부산광역시 중구 비프광장로 39 1층,관광지,,fvQRHl_UlPo
,4박 5일,1,4,코지트리호텔 서면점,부산광역시 부산진구 황령대로 19,기타,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,5,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,2,6,국제밀면 본점,부산광역시 연제구 중앙대로1235번길 23-6,맛집,,
,4박 5일,2,7,동백섬횟집,부산광역시 해운대구 해운대해변로209번나길 17 우동 근생,관광지,,
,4박 5일,2,8,해성막창집 본점,부산광역시 해운대구 중동1로19번길 29,맛집,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,9,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
,4박 5일,3,10,수변최고돼지국밥 민락본점,부산광역시 수영구 광안해변로370번길 9-32,맛집,,
,4박 5일,3,11,밀락더마켓,부산광역시 수영구 민락수변로17번길 56,관광지,,
,4박 5일,3,12,광안대교집,"부산광역시 수영구 광안해변로284번길 38 3층 313호, 314호",관광지,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,13,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,
,4박 5일,4,14,부평양곱창,부산광역시 중구 부평2길 17,관광지,,
,4박 5일,4,15,브라더굿즈 젊음의 거리점,부산광역시 부산진구 신천대로50번길 62 1층,관광지,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,16,흰여울문화마을거점센터,부산광역시 영도구 절영로 194,관광지,,
,4박 5일,5,17,삼진어묵 부산역광장점,부산광역시 동구 중앙대로214번길 7,맛집,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
"승무원 브이로그 / 치앙마이 그리고 부산, 4박 5일!",4박 5일,1,1,김해국제공항,부산광역시 강서구 공항진입로 108,기타,677,https://www.youtube.com/watch?v=Zn9PFuNalcw&t=0s
,4박 5일,1,2,송정3대국밥,부산광역시 부산진구 서면로68번길 33 송정3대국밥,맛집,,썸네일 ID
,4박 5일,1,3,롯데호텔 부산,부산광역시 부산진구 가야대로 772,기타,,Zn9PFuNalcw
,4박 5일,1,4,커피요정,부산광역시 북구 만덕대로28번길 39 1층 커피요정카페,맛집,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,5,속시원한대구탕,부산광역시 해운대구 달맞이길 229,맛집,,
,4박 5일,2,6,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,2,7,부산엑스더스카이,부산광역시 해운대구 달맞이길 30,관광지,,
,4박 5일,2,8,클램,부산광역시 수영구 남천바다로33번길 104 1층,맛집,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,9,부평양곱창,부산광역시 중구 부평2길 17,관광지,,
,4박 5일,3,10,대선생선구이,부산 중구 자갈치해안로 52 자갈치시장 내,맛집,,
,4박 5일,3,11,메가MGC커피 부산BIFF광장점,부산광역시 중구 비프광장로 39 1층,관광지,,
,4박 5일,3,12,할매가야밀면,부산광역시 중구 광복로 56-14,맛집,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,13,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,
,4박 5일,4,14,이재모피자 부산역점,부산광역시 동구 중앙대로 197 2층 이재모피자,맛집,,
,4박 5일,4,15,나리꼬모,부산 부산진구 전포대로209번길 17-3,카페,,
,4박 5일,4,16,전포카페거리,부산광역시 부산진구 동천로 92,관광지,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,17,고래사어묵해운대점,부산광역시 해운대구 구남로 14,맛집,,
,4박 5일,5,18,신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35,기타,,
,4박 5일,5,19,김해국제공항,부산광역시 강서구 공항진입로 108,기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
"부산여행｜거대 갈비(또간집)｜해운대 옛날 팥빙수｜센텀 신세계(반클리프 에코백, 다이아몬드 라운지, 이가네 떡볶이)｜성심당 생귤시루",4박 5일,1,1,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,"2,254",https://www.youtube.com/watch?v=fDNAQiWXI2E&t=0s
,4박 5일,1,2,아난티 앳 부산 코브,부산광역시 기장군 기장읍 기장해안로 268-32 아난티 앳 부산 코브,기타,,썸네일 ID
,4박 5일,1,3,아난티 앳 부산 코브 다모임,부산광역시 기장군 기장읍 기장해안로 268-32,맛집,,fDNAQiWXI2E
,4박 5일,1,4,아난티 코브 이터널저니,부산광역시 기장군 기장읍 기장해안로 268-32,관광지,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,5,거대갈비,부산광역시 해운대구 달맞이길 22,맛집,,
,4박 5일,2,6,해운대옛날팥빙수단팥죽,부산광역시 해운대구 해운대해변로 329-6,카페,,
,4박 5일,2,7,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,2,8,엣지993,부산광역시 해운대구 달맞이길62번길 78,카페,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,9,아난티 앳 부산 코브 맥퀸즈 클럽,부산광역시 기장군 기장읍 기장해안로 268-32 9층,관광지,,
,4박 5일,3,10,신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35,기타,,
,4박 5일,3,11,이가네떡볶이 신세계백화점 센텀시티점,부산 해운대구 센텀남대로 35 신세계백화점 센텀시티점 지하1층,맛집,,
,4박 5일,3,12,반클리프 아펠 신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35 신세계백화점 센텀시티점 1F 반클리프아펠,기타,,
,4박 5일,3,13,신세계백화점 다이아몬드 라운지,부산 해운대구 센텀남대로 35 신세계백화점 센텀시티점,기타,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,14,아난티 코브 워터하우스,부산광역시 기장군 기장읍 기장해안로 268-32,관광지,,
,4박 5일,4,15,더 이스트 인 부산,부산광역시 기장군 기장읍 기장해안로 266 더이스트인부산,맛집,,
,4박 5일,4,16,아난티 앳 부산 코브 맥퀸즈 라운지,부산광역시 기장군 기장읍 기장해안로 268-32,카페,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,17,아난티 앳 부산 코브,부산광역시 기장군 기장읍 기장해안로 268-32 아난티 앳 부산 코브,기타,,
,4박 5일,5,18,이재모피자 부산역점,부산광역시 동구 중앙대로 197 2층 이재모피자,기타,,
,4박 5일,5,19,대전역 가락우동,부산광역시 기장군 정관읍 정관덕산길 32-6 1층 대전역 가락우동,기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
Who am I? 부산에서 먹고 노는 하루 🤪 ㅣ부산 여행 브이로그,4박 5일,1,1,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,"1,496",https://www.youtube.com/watch?v=WI3dfSimu6E&t=0s
,4박 5일,1,2,본전돼지국밥,부산광역시 동구 중앙대로214번길 3-8,맛집,,썸네일 ID
,4박 5일,1,3,신라스테이 해운대,부산광역시 해운대구 해운대로570번길 46,기타,,WI3dfSimu6E
,4박 5일,1,4,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,1,5,해운대암소갈비집,부산광역시 해운대구 해운대해변로 333 해운대암소갈비집,맛집,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,6,쏘카 마린시티 제니스스퀘어상가,부산광역시 해운대구 마린시티2로 33,기타,,
,4박 5일,2,7,해운대블루라인파크 미포정거장,부산광역시 해운대구 달맞이길62번길 13,관광지,,
,4박 5일,2,8,놀작닥터몽떼,부산광역시 기장군 일광읍 해빛5로 21-3,카페,,
,4박 5일,2,9,더베이101,부산광역시 해운대구 동백로 52 더베이101,관광지,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,10,톤쇼우 광안점,부산광역시 수영구 광안해변로279번길 13 1층,맛집,,
,4박 5일,3,11,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
,4박 5일,3,12,카페오뜨 광안비치점,부산광역시 수영구 광안해변로 209 2층,카페,,
,4박 5일,3,13,브라더굿즈 젊음의 거리점,부산광역시 부산진구 신천대로50번길 62 1층,관광지,,
,4박 5일,3,14,송정3대국밥,부산광역시 부산진구 서면로68번길 33 송정3대국밥,맛집,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,15,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,
,4박 5일,4,16,부평양곱창,부산광역시 중구 부평2길 17,관광지,,
,4박 5일,4,17,BIFF 광장 씨앗호떡,부산 중구 비프광장로 36,맛집,,
,4박 5일,4,18,개미집국제시장본점,부산광역시 해운대구 구남로 34,관광지,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,19,오픈(OPE'N),부산 해운대구 해운대해변로298번길 24 팔레드시즈 1층 118호,카페,,
,4박 5일,5,20,신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35,기타,,
,4박 5일,5,21,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
"Busan Travel Vlog 🇰🇷 | 2 Nights and 3 Days Without Any Plans, I Had No Idea It Would Be This Grea...",4박 5일,1,1,하이카네트웍스,부산광역시 연제구 온천천남로 110,기타,"1,391",https://www.youtube.com/watch?v=5xeLmHxkhfA&t=0s
,4박 5일,1,2,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,,썸네일 ID
,4박 5일,1,3,UH 스위트 더 부산역,부산 동구 중앙대로196번길 16,기타,,5xeLmHxkhfA
,4박 5일,1,4,본전돼지국밥,부산광역시 동구 중앙대로214번길 3-8,맛집,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,5,새아침식당,부산광역시 해운대구 달맞이길62번길 28 새아침맛집,맛집,,
,4박 5일,2,6,듀플릿 부산 해운대 해리단길점,부산광역시 해운대구 우동1로20번길 27-13 1층,카페,,
,4박 5일,2,7,뮤지엄 원 (스누피 전시),부산 해운대구 센텀서로 20,관광지,,
,4박 5일,2,8,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,2,9,옵스 해운대점,부산광역시 해운대구 중동1로 31,카페,,
,4박 5일,2,10,나막집,부산광역시 남구 분포로 145 . 스퀘어동 1층 1068호,맛집,,
,4박 5일,2,11,파복스,부산광역시 해운대구 해운대해변로 257 하버타운 502호,맛집,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,12,해운대시장,부산광역시 해운대구 중동1로 42-16,관광지,,
,4박 5일,3,13,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
,4박 5일,3,14,별침대,부산광역시 수영구 광안해변로 203 별침대,카페,,
,4박 5일,3,15,수변최고돼지국밥 민락본점,부산광역시 수영구 광안해변로370번길 9-32,맛집,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,16,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,
,4박 5일,4,17,이가네떡볶이,부산광역시 중구 부평1길 48,맛집,,
,4박 5일,4,18,개미집국제시장본점,부산광역시 해운대구 구남로 34,관광지,,
,4박 5일,4,19,흰여울문화마을거점센터,부산광역시 영도구 절영로 194,관광지,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,20,전포카페거리,부산광역시 부산진구 동천로 92,관광지,,
,4박 5일,5,21,마가만두,부산광역시 동구 대영로243번길 56,맛집,,
,4박 5일,5,22,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
VLOG | 일상 브이로그 | 나의 부산 여행 브이로그 👀  | Busan trip vlog,4박 5일,1,1,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,"1,301",https://www.youtube.com/watch?v=Vnnh4mpN52I&t=0s
,4박 5일,1,2,초량밀면,부산광역시 동구 중앙대로 225,맛집,,썸네일 ID
,4박 5일,1,3,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,Vnnh4mpN52I
,4박 5일,1,4,이가네떡볶이,부산광역시 중구 부평1길 48,맛집,,
,4박 5일,1,5,개미집국제시장본점,부산광역시 해운대구 구남로 34,관광지,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,6,흰여울문화마을거점센터,부산광역시 영도구 절영로 194,관광지,,
,4박 5일,2,7,피아크,부산광역시 영도구 해양로195번길 180 피아크,카페,,
,4박 5일,2,8,롯데백화점 광복점,부산광역시 중구 중앙대로 2,기타,,
,4박 5일,2,9,부산족발,부산광역시 중구 광복로 13-1,맛집,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,10,모던이프,부산광역시 부산진구 자유평화로 7 256 모던이프,기타,,
,4박 5일,3,11,오프커스 베이커리 카페,부산광역시 부산진구 전포대로199번길 30,카페,,
,4박 5일,3,12,개미집 서면본점,부산광역시 부산진구 신천대로62번길 73,맛집,,
,4박 5일,3,13,송정3대국밥,부산광역시 부산진구 서면로68번길 33 송정3대국밥,맛집,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,14,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,4,15,해운대기와집대구탕,부산광역시 해운대구 달맞이길50번길 4 2~3층,맛집,,
,4박 5일,4,16,해운대블루라인파크 미포정거장,부산광역시 해운대구 달맞이길62번길 13,관광지,,
,4박 5일,4,17,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
,4박 5일,4,18,더베이101,부산광역시 해운대구 동백로 52 더베이101,맛집,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,19,F1963,부산광역시 수영구 구락로123번길 20,관광지,,
,4박 5일,5,20,비에이치테이블,부산 부산진구 서전로37번길 22,카페,,
,4박 5일,5,21,삼진어묵 부산역광장점,부산광역시 동구 중앙대로214번길 7,기타,,
,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,장소명,주소,카테고리,조회수,유튜브 링크
vlog. 워킹맘 브이로그. 4박5일의 부산출장 . 엄마 일하러 온거야 근데 맛집은 왜이리 많은거냐구,4박 5일,1,1,부산역 (고속철도),부산광역시 동구 중앙대로 206,기타,674,https://www.youtube.com/watch?v=6h_tiV7C2oc&t=0s
,4박 5일,1,2,해운대원조할매국밥,부산광역시 해운대구 구남로21번길 33,맛집,,썸네일 ID
,4박 5일,1,3,파라다이스 호텔 부산,부산광역시 해운대구 해운대해변로 296,기타,,6h_tiV7C2oc
,4박 5일,1,4,BEXCO,부산광역시 해운대구 APEC로 55,기타,,
,4박 5일,1,5,구워삶기 서면본점,부산 부산진구 중앙대로691번가길 23-5,맛집,,
--- Day 2 코스 시작 ---,,,,,,,,
,4박 5일,2,6,고마운 베이커리,부산 수영구 남천동로 20,카페,,
,4박 5일,2,7,해운대 가야밀면,부산광역시 해운대구 좌동순환로 27 해운대 가야밀면,맛집,,
,4박 5일,2,8,다비치안경 해운대해수욕장입구점,부산광역시 해운대구 구남로 11-1 다비치안경,관광지,,
,4박 5일,2,9,해운대시장,부산광역시 해운대구 중동1로 42-16,관광지,,
--- Day 3 코스 시작 ---,,,,,,,,
,4박 5일,3,10,랑데자뷰 해운대점,부산광역시 해운대구 달맞이길62번길 23 2~5층,카페,,
,4박 5일,3,11,도쿄맘마 신세계센텀시티점,부산 해운대구 센텀남대로 35 신세계백화점 9층,맛집,,
,4박 5일,3,12,광안리해수욕장,부산광역시 수영구 광안해변로 219,관광지,,
,4박 5일,3,13,매드독스 광안리점,부산광역시 수영구 광안해변로 235,맛집,,
--- Day 4 코스 시작 ---,,,,,,,,
,4박 5일,4,14,감천문화마을,부산광역시 사하구 감내2로 203 감천문화마을안내센터,관광지,,
,4박 5일,4,15,BIFF광장 씨앗호떡,부산 중구 비프광장로 36,맛집,,
,4박 5일,4,16,빈티지38,부산광역시 부산진구 전포대로199번길 38,카페,,
,4박 5일,4,17,맛찬들왕소금구이 서면점,부산광역시 부산진구 중앙대로691번가길 24-3 맛찬들 왕소금구이 서면점,맛집,,
--- Day 5 코스 시작 ---,,,,,,,,
,4박 5일,5,18,옵스 해운대점,부산광역시 해운대구 중동1로 31,카페,,
,4박 5일,5,19,파라다이스 호텔 부산(체크아웃),부산 해운대구 해운대해변로 296,기타,,
,4박 5일,5,20,부산역(출발),부산 동구 중앙대로 206,기타,,